OncoKB,SHOC2,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,"19684605, 23918763"
OncoKB,TERT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,18042801
OncoKB,TERT,Oncogenic,NA,GOF,NA,NA,NA,NA,"23348506, 23348503, 23887589, 24657534, 25048572, 23530248"
OncoKB,TERT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,18042801
OncoKB,TERT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,18042801
OncoKB,TERT,Oncogenic,NA,GOF,NA,NA,NA,NA,"23348506, 23348503, 23887589, 26389665, 24657534, 23530248"
OncoKB,TERT,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"25219713, 18482052, 25301727"
OncoKB,TERT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,18042801
OncoKB,TERT,Oncogenic,NA,GOF,NA,NA,NA,NA,"23348506, 23348503, 23887589, 24657534, 23530248"
OncoKB,DICER1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,22187960
OncoKB,DICER1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,17920623
OncoKB,DICER1,Oncogenic,NA,LOF,NA,NA,NA,NA,"26033159, 22187960"
OncoKB,DICER1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,22187960
OncoKB,DICER1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"20305640, 22133720, 21501861, 22353998, 21266384"
OncoKB,DICER1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,22187960
OncoKB,DICER1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,17920623
OncoKB,DICER1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,26033159
OncoKB,DICER1,Oncogenic,NA,LOF,NA,NA,NA,NA,26033159
OncoKB,DICER1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"20305640, 26513514, 27295554, 19903759, 22353998"
OncoKB,PTPRT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,24493670
OncoKB,PTPRT,Oncogenic,NA,LOF,NA,NA,NA,NA,24395800
OncoKB,PTPRT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,15155950
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,20230342
OncoKB,PTPRT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,"15155950, 22389709"
OncoKB,PTPRT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,"15155950, 22389709"
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,20230342
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,18644975
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,20230342
OncoKB,PTPRT,Oncogenic,NA,Likely LOF,NA,NA,NA,NA,24395800
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,18644975
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"15155950, 18644975"
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,20230342
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,20230342
OncoKB,PTPRT,Oncogenic,NA,LOF,NA,NA,NA,NA,"25009298, 25982282, 23096495"
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,20230342
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,20230342
OncoKB,PTPRT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,15155950
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,18644975
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,20230342
OncoKB,PTPRT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,"24317090, 17360477"
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"15155950, 20133777, 21517784"
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,18644975
OncoKB,PTPRT,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,20230342
OncoKB,PTPRT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,15155950
OncoKB,PTPRT,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,22389709
OncoKB,RHEB,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,"24631838, 22819219"
OncoKB,RHEB,Oncogenic,NA,GOF,NA,NA,NA,NA,"24631838, 22819219"
OncoKB,RHEB,Oncogenic,NA,GOF,NA,NA,NA,NA,"24631838, 27399332, 22819219, 26255626"
OncoKB,SHQ1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"19383767, 19019820, 20579941"
OncoKB,SHQ1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,
OncoKB,CCND2,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,8114739
OncoKB,RAD50,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"16474176, 14684699, 16385572"
OncoKB,RAD50,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"12208847, 2659437, 14684699, 15309560"
OncoKB,RAD50,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,24934408
OncoKB,RAD50,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"12208847, 16288216, 21892167, 14684699"
OncoKB,CCND3,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,8114739
OncoKB,CCND3,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,9832503
OncoKB,CCND3,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"2876518, 24913233, 22885699"
OncoKB,CCND3,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,"2876518, 24913233, 22885699"
OncoKB,CCND3,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,9832503
OncoKB,CCND3,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,9832503
OncoKB,CCND3,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"2876518, 24913233, 22885699"
OncoKB,CCND3,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,"2876518, 24913233, 22885699"
OncoKB,RIT1,Oncogenic,NA,GOF,NA,NA,NA,NA,24469055
OncoKB,RIT1,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,26714497
OncoKB,RIT1,Oncogenic,NA,GOF,NA,NA,NA,NA,24469055
OncoKB,RIT1,Oncogenic,NA,GOF,NA,NA,NA,NA,24469055
OncoKB,CCNE1,Oncogenic,NA,GOF,NA,NA,NA,NA,"8618861, 15838514, 12845634, 24605326"
OncoKB,CCNE1,Oncogenic,NA,GOF,NA,NA,NA,NA,"8618861, 15838514, 12845634, 24605326"
OncoKB,RYBP,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,19098711
OncoKB,TGFBR1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,21358634
OncoKB,TGFBR1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,"21358634, 23358096"
OncoKB,TGFBR1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"16928994, 25116393, 16791849"
OncoKB,TGFBR1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,16791849
OncoKB,TGFBR1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,"21358634, 23358096"
OncoKB,TGFBR1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"10656986, 11212236"
OncoKB,TGFBR1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,9809982
OncoKB,TGFBR1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,21358634
OncoKB,TGFBR1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,"17848956, 10582683, 20429896, 16204663, 19882361, 22905183"
OncoKB,TGFBR2,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,18339844
OncoKB,TGFBR2,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,7862150
OncoKB,TGFBR2,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,8668164
OncoKB,TGFBR2,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"27558455, 25521327, 25736321"
OncoKB,TGFBR2,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,"18339844, 10789724"
OncoKB,TGFBR2,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"16310402, 17456004, 17985359, 9927040, 11309634, 7585632"
OncoKB,MSH6,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"11709755, 24362816, 22102614, 23621914"
OncoKB,MSH6,Likely Neutral,NA,COF,NA,NA,NA,NA,21120944
OncoKB,MSH6,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"21056691, 19072991"
OncoKB,MSH6,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"25255306, 24090359, 21970482, 12019211, 22781090"
OncoKB,MSH6,Oncogenic,NA,LOF,NA,NA,NA,NA,"9808525, 11474654, 19254532, 9331106"
OncoKB,MSH6,Likely Neutral,NA,COF,NA,NA,NA,NA,"22581703, 24040339, 12522549, 23621914"
OncoKB,MSH6,Oncogenic,NA,LOF,NA,NA,NA,NA,"12732731, 11474654, 10959092, 9510473, 19254532, 21637783"
OncoKB,MSH6,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"9822680, 9111312, 1651234, 9564049"
OncoKB,MSH6,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"11709755, 24362816, 11807791, 18790734"
OncoKB,MSH6,Likely Neutral,NA,COF,NA,NA,NA,NA,24362816
OncoKB,MSH6,Oncogenic,NA,LOF,NA,NA,NA,NA,"24362816, 19254532"
OncoKB,MSH6,Oncogenic,NA,LOF,NA,NA,NA,NA,"12732731, 22810696, 19254532"
OncoKB,MSH6,Oncogenic,NA,LOF,NA,NA,NA,NA,"24755471, 22810696, 19254532"
OncoKB,MSH6,Likely Neutral,NA,COF,NA,NA,NA,NA,24362816
OncoKB,KMT2D,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"24633898, 24240169, 26366712"
OncoKB,KMT2D,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"24633898, 24240169, 26366712"
OncoKB,LATS1,Likely Oncogenic,NA,LOF,NA,NA,NA,NA,"9988269, 23230145, 11850843"
OncoKB,LATS1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"9988269, 23573293, 26040669"
OncoKB,PBRM1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"18339845, 21248752, 23867514, 22949125"
OncoKB,PBRM1,Oncogenic,NA,LOF,NA,NA,NA,NA,25911086
OncoKB,PBRM1,Likely Oncogenic,NA,Likely LOF,NA,NA,NA,NA,"18339845, 24613357, 21248752, 22949125, 21654818"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,25428262
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,24434863
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"24434863, 25428262, 21909114"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"25788694, 26565915"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,24434863
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"24434863, 26565915, 23861464"
OncoKB,SF3B1,Oncogenic,NA,SOF,NA,NA,NA,NA,"25428262, 21909114"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,23160465
OncoKB,SF3B1,Likely Oncogenic,NA,Likely SOF,NA,NA,NA,NA,"24434863, 26565915, 26619011, 25428262"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"24434863, 26565915, 23861464"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"25428262, 21909114"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"24434863, 26565915, 23861464"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"25424858, 24434863, 26565915, 24854990, 23335386, 25428262, 23160465, 27622333, 21909114"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"26565915, 25428262, 21909114"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"24434863, 25788694"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"25428262, 21909114"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"25428262, 21909114"
OncoKB,SF3B1,Likely Oncogenic,NA,SOF,NA,NA,NA,NA,"24434863, 26842708"
OncoKB,LATS2,Oncogenic,NA,LOF,NA,NA,NA,NA,21245096
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 15897572, 17686547, 17192902"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,19020901
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"22760226, 15897572"
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,"20522446, 21531810, 19147750, 21841502"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"21422421, 22190593"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,24743239
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"15329413, 18000506, 15118125, 19536777, 18458038, 15118073, 22019513, 23566546, 23559152, 24457318, 22760226, 23749122, 17192902"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 15897572, 21841502, 17686547"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"15118073, 15329413, 25179728, 15118125"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,23912954
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,24353160
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,18000506
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,18000506
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"16407879, 19015641"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"15728811, 18227510, 15737014"
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,18193092
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"23242437, 22190593"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,17974985
OncoKB,EGFR,Likely Neutral,NA,Likely LOF,NA,NA,NA,NA,18193092
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"16467085, 18000506"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 23749122, 15897572, 17686547"
OncoKB,EGFR,Likely Neutral,NA,COF,NA,NA,NA,NA,"19671738, 21841502"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"22483783, 18000506"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,25232377
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"24120142, 17177598"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,16467085
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"16467085, 15118073, 15329413, 25179728, 15118125"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"19671738, 15897572"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"15118073, 15329413, 21841502, 15118125"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,18000506
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,20942962
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"15118073, 15329413, 18261621, 15118125"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,25633215
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,21531810
OncoKB,EGFR,Likely Neutral,NA,Inconclusive,NA,NA,NA,NA,19020901
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,24353160
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"16467085, 16106023, 25130612, 24934779"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"21531810, 19147750"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 15897572, 17686547, 17192902"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"15118073, 15329413, 15118125, 17192902"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"21531810, 19536777, 26051236"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,26416732
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"21531810, 19536777, 19147750, 17177598, 26051236, 21252719"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"19536777, 16205628, 25521406, 25521405, 23242437, 19147750, 18676761, 23912954, 25179728, 25130612"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"21531810, 26051236, 23912954"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"18325048, 23242437, 15118073, 15329413, 23387505, 15897572, 15118125"
OncoKB,EGFR,Likely Neutral,NA,LOF,NA,NA,NA,NA,19147750
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"16467085, 15118073, 15329413, 15118125, 17192902"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"21531810, 16187797, 26206867"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 23912954, 23749122, 15897572, 17686547"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"21531810, 17177598, 18000506"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"15118073, 15329413, 15118125"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,21531810
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"21531810, 18508816, 19536777, 26339441, 26001153, 22190593"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"27102076, 23917401"
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,"19147750, 26870223"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,25633215
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,26416732
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,20942962
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"15118073, 15329413, 22483783, 25179728, 15710947, 15118125"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,24212795
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,20942962
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,24743239
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"17973572, 17545553, 19632948, 17085664, 17192902"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"17189397, 1730638, 2790960"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"8895767, 17189397, 19324552, 8052651, 23777544, 12438278"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"21531810, 18508816, 16467085, 17177598, 25668120, 21841502, 15897572, 21252719, 19536777, 18325048, 19147750, 26051236, 18676761, 23912954, 24457318, 22760226, 20808254, 23749122, 24285021"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 25179728, 15897572, 17686547"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"21531810, 15118073, 19147750, 18261621, 26206867, 21841502"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 15897572, 17686547"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,21531810
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,27216155
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"18193092, 25435280"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 15897572, 21841502, 17686547"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 23749122, 15897572, 17686547"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"24893890, 17189397"
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,19147750
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"21531810, 17177598, 24743239, 21841502, 21252719"
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,"23242437, 20512075, 23358982"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"15118073, 15329413, 15710947, 15118125"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"18508816, 18325048, 16467085, 15118073, 15329413, 18261621, 22483783, 25179728, 16373402, 15710947, 15897572, 15118125"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,17177598
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"16166444, 24894453, 24743239"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,27478040
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"19536777, 17974985, 18676761"
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,"23380224, 21172876, 19536777, 25057940, 18000506, 18355544"
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,21531810
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,"17376509, 16204011, 15897572"
OncoKB,EGFR,Likely Oncogenic,NA,Likely SOF,NA,NA,NA,NA,22270724
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"15329413, 18000506, 15118125, 19536777, 18458038, 15118073, 22019513, 23566546, 23559152, 24457318, 22760226, 23749122, 17192902"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,24747966
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"23139256, 18000506, 19238633, 25435280"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 15897572, 17686547"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"24120142, 17177598, 22588883"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"23371856, 19536777, 24353160, 21764376, 18676761, 15897572, 17686547"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"18325048, 22190593"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,27102076
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,"21531810, 23605641, 19147750, 16152581"
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,"23585556, 19147750, 21761100, 22722798, 16551849"
OncoKB,EGFR,Likely Neutral,NA,Likely LOF,NA,NA,NA,NA,24063894
OncoKB,EGFR,Oncogenic,NA,GOF,NA,NA,NA,NA,26286086
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,19536777
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"21531810, 23749122"
OncoKB,EGFR,Likely Neutral,NA,LOF,NA,NA,NA,NA,24063894
OncoKB,EGFR,Likely Oncogenic,NA,Likely GOF,NA,NA,NA,NA,"17973572, 18309959, 18645621, 19632948, 18981003"
OncoKB,EGFR,Likely Oncogenic,NA,GOF,NA,NA,NA,NA,19147750
